id,source_line,section,kind,source_text,code_locations,test_locations,criterion,implementation_linked,real_acceptance,evidence,acceptance_note
Q2F-L0672-S1,672,2.5.4,sentence,若题目未给出光伏额定装机容量，则不使用“全年真实最大光伏功率”作为早期预测日上界，以避免未来信息泄漏。,src\q2\scenarios.py:28#joint_blocks;src\q2\scenarios.py:132#construct,src\q2\test_dispatch.py:116#test_no_bootstrap_below_forty_and_physical_projection,scenarios,True,True,processed/main/daily_audit;processed/main/calibration.csv,联合origin×horizon历史块及物理投影已测试；全年场景审计随主回放完成
Q2F-L0674-S1,674,2.5.4,sentence,进入调度模型前，将场景转换为 10 min 净负荷电量,src\q2\scenarios.py:28#joint_blocks;src\q2\scenarios.py:132#construct,src\q2\test_dispatch.py:116#test_no_bootstrap_below_forty_and_physical_projection,scenarios,True,True,processed/main/daily_audit;processed/main/calibration.csv,联合origin×horizon历史块及物理投影已测试；全年场景审计随主回放完成
Q2F-L0676-S1,676,2.5.4,sentence,\[,src\q2\scenarios.py:28#joint_blocks;src\q2\scenarios.py:132#construct,src\q2\test_dispatch.py:116#test_no_bootstrap_below_forty_and_physical_projection,scenarios,True,True,processed/main/daily_audit;processed/main/calibration.csv,联合origin×horizon历史块及物理投影已测试；全年场景审计随主回放完成
Q2F-L0677-S1,677,2.5.4,sentence,\boxed{,src\q2\scenarios.py:28#joint_blocks;src\q2\scenarios.py:132#construct,src\q2\test_dispatch.py:116#test_no_bootstrap_below_forty_and_physical_projection,scenarios,True,True,processed/main/daily_audit;processed/main/calibration.csv,联合origin×horizon历史块及物理投影已测试；全年场景审计随主回放完成
Q2F-L0678-S1,678,2.5.4,sentence,n_{\tau}^{(s)},src\q2\scenarios.py:28#joint_blocks;src\q2\scenarios.py:132#construct,src\q2\test_dispatch.py:116#test_no_bootstrap_below_forty_and_physical_projection,scenarios,True,True,processed/main/daily_audit;processed/main/calibration.csv,联合origin×horizon历史块及物理投影已测试；全年场景审计随主回放完成
Q2F-L0679-S1,679,2.5.4,sentence,=,src\q2\scenarios.py:28#joint_blocks;src\q2\scenarios.py:132#construct,src\q2\test_dispatch.py:116#test_no_bootstrap_below_forty_and_physical_projection,scenarios,True,True,processed/main/daily_audit;processed/main/calibration.csv,联合origin×horizon历史块及物理投影已测试；全年场景审计随主回放完成
Q2F-L0680-S1,680,2.5.4,sentence,\Delta t,src\q2\scenarios.py:28#joint_blocks;src\q2\scenarios.py:132#construct,src\q2\test_dispatch.py:116#test_no_bootstrap_below_forty_and_physical_projection,scenarios,True,True,processed/main/daily_audit;processed/main/calibration.csv,联合origin×horizon历史块及物理投影已测试；全年场景审计随主回放完成
Q2F-L0681-S1,681,2.5.4,sentence,\left(,src\q2\scenarios.py:28#joint_blocks;src\q2\scenarios.py:132#construct,src\q2\test_dispatch.py:116#test_no_bootstrap_below_forty_and_physical_projection,scenarios,True,True,processed/main/daily_audit;processed/main/calibration.csv,联合origin×horizon历史块及物理投影已测试；全年场景审计随主回放完成
Q2F-L0682-S1,682,2.5.4,sentence,"L_{\tau}^{(s)}-P_{\tau}^{PV,(s)}",src\q2\scenarios.py:28#joint_blocks;src\q2\scenarios.py:132#construct,src\q2\test_dispatch.py:116#test_no_bootstrap_below_forty_and_physical_projection,scenarios,True,True,processed/main/daily_audit;processed/main/calibration.csv,联合origin×horizon历史块及物理投影已测试；全年场景审计随主回放完成
Q2F-L0683-S1,683,2.5.4,sentence,"\right),",src\q2\scenarios.py:28#joint_blocks;src\q2\scenarios.py:132#construct,src\q2\test_dispatch.py:116#test_no_bootstrap_below_forty_and_physical_projection,scenarios,True,True,processed/main/daily_audit;processed/main/calibration.csv,联合origin×horizon历史块及物理投影已测试；全年场景审计随主回放完成
Q2F-L0684-S1,684,2.5.4,sentence,\qquad,src\q2\scenarios.py:28#joint_blocks;src\q2\scenarios.py:132#construct,src\q2\test_dispatch.py:116#test_no_bootstrap_below_forty_and_physical_projection,scenarios,True,True,processed/main/daily_audit;processed/main/calibration.csv,联合origin×horizon历史块及物理投影已测试；全年场景审计随主回放完成
Q2F-L0685-S1,685,2.5.4,sentence,"\tau=1,\ldots,T=144K.",src\q2\scenarios.py:28#joint_blocks;src\q2\scenarios.py:132#construct,src\q2\test_dispatch.py:116#test_no_bootstrap_below_forty_and_physical_projection,scenarios,True,True,processed/main/daily_audit;processed/main/calibration.csv,联合origin×horizon历史块及物理投影已测试；全年场景审计随主回放完成
Q2F-L0686-S1,686,2.5.4,sentence,},src\q2\scenarios.py:28#joint_blocks;src\q2\scenarios.py:132#construct,src\q2\test_dispatch.py:116#test_no_bootstrap_below_forty_and_physical_projection,scenarios,True,True,processed/main/daily_audit;processed/main/calibration.csv,联合origin×horizon历史块及物理投影已测试；全年场景审计随主回放完成
Q2F-L0687-S1,687,2.5.4,sentence,\],src\q2\scenarios.py:28#joint_blocks;src\q2\scenarios.py:132#construct,src\q2\test_dispatch.py:116#test_no_bootstrap_below_forty_and_physical_projection,scenarios,True,True,processed/main/daily_audit;processed/main/calibration.csv,联合origin×horizon历史块及物理投影已测试；全年场景审计随主回放完成
Q2F-L0689-S1,689,2.5.4,sentence,这里 \(n_\tau^{(s)}\) 允许为负；,src\q2\scenarios.py:28#joint_blocks;src\q2\scenarios.py:132#construct,src\q2\test_dispatch.py:116#test_no_bootstrap_below_forty_and_physical_projection,scenarios,True,True,processed/main/daily_audit;processed/main/calibration.csv,联合origin×horizon历史块及物理投影已测试；全年场景审计随主回放完成
Q2F-L0689-S2,689,2.5.4,sentence,负值表示该时段光伏发电超过负荷，剩余光伏可以用于储能充电，仍无法利用的部分才进入未利用电量。,src\q2\scenarios.py:28#joint_blocks;src\q2\scenarios.py:132#construct,src\q2\test_dispatch.py:116#test_no_bootstrap_below_forty_and_physical_projection,scenarios,True,True,processed/main/daily_audit;processed/main/calibration.csv,联合origin×horizon历史块及物理投影已测试；全年场景审计随主回放完成
Q2F-L0691-S1,691,2.5.5,markup,### 2.5.5 单侧尾部校准与压力场景增强,src\q2\scenarios.py:44#cumulative_pressure;src\q2\scenarios.py:132#construct;src\q2\rolling.py:103#select_resolution,src\q2\test_dispatch.py:102#test_tail_strata_preserve_count_origins_and_probability_mass;src\q2\test_dispatch.py:139#test_tail_stratification_does_not_increase_reduced_scenario_count,scenarios,True,True,processed/main/daily_audit;processed/main/calibration.csv,联合origin×horizon历史块及物理投影已测试；全年场景审计随主回放完成
Q2F-L0693-S1,693,2.5.5,sentence,题目的紧急购电价格为正常电价的 5 倍，因此“实际净负荷高于预测”的误差方向具有更高经济代价。,src\q2\scenarios.py:44#cumulative_pressure;src\q2\scenarios.py:132#construct;src\q2\rolling.py:103#select_resolution,src\q2\test_dispatch.py:102#test_tail_strata_preserve_count_origins_and_probability_mass;src\q2\test_dispatch.py:139#test_tail_stratification_does_not_increase_reduced_scenario_count,scenarios,True,True,processed/main/daily_audit;processed/main/calibration.csv,联合origin×horizon历史块及物理投影已测试；全年场景审计随主回放完成
Q2F-L0693-S2,693,2.5.5,sentence,定义 10 min 净负荷电量预测误差,src\q2\scenarios.py:44#cumulative_pressure;src\q2\scenarios.py:132#construct;src\q2\rolling.py:103#select_resolution,src\q2\test_dispatch.py:102#test_tail_strata_preserve_count_origins_and_probability_mass;src\q2\test_dispatch.py:139#test_tail_stratification_does_not_increase_reduced_scenario_count,scenarios,True,True,processed/main/daily_audit;processed/main/calibration.csv,联合origin×horizon历史块及物理投影已测试；全年场景审计随主回放完成
Q2F-L0695-S1,695,2.5.5,sentence,\[,src\q2\scenarios.py:44#cumulative_pressure;src\q2\scenarios.py:132#construct;src\q2\rolling.py:103#select_resolution,src\q2\test_dispatch.py:102#test_tail_strata_preserve_count_origins_and_probability_mass;src\q2\test_dispatch.py:139#test_tail_stratification_does_not_increase_reduced_scenario_count,scenarios,True,True,processed/main/daily_audit;processed/main/calibration.csv,联合origin×horizon历史块及物理投影已测试；全年场景审计随主回放完成
Q2F-L0696-S1,696,2.5.5,sentence,\boxed{,src\q2\scenarios.py:44#cumulative_pressure;src\q2\scenarios.py:132#construct;src\q2\rolling.py:103#select_resolution,src\q2\test_dispatch.py:102#test_tail_strata_preserve_count_origins_and_probability_mass;src\q2\test_dispatch.py:139#test_tail_stratification_does_not_increase_reduced_scenario_count,scenarios,True,True,processed/main/daily_audit;processed/main/calibration.csv,联合origin×horizon历史块及物理投影已测试；全年场景审计随主回放完成
Q2F-L0697-S1,697,2.5.5,sentence,"e_{j,h,t}^{N}",src\q2\scenarios.py:44#cumulative_pressure;src\q2\scenarios.py:132#construct;src\q2\rolling.py:103#select_resolution,src\q2\test_dispatch.py:102#test_tail_strata_preserve_count_origins_and_probability_mass;src\q2\test_dispatch.py:139#test_tail_stratification_does_not_increase_reduced_scenario_count,scenarios,True,True,processed/main/daily_audit;processed/main/calibration.csv,联合origin×horizon历史块及物理投影已测试；全年场景审计随主回放完成
Q2F-L0698-S1,698,2.5.5,sentence,=,src\q2\scenarios.py:44#cumulative_pressure;src\q2\scenarios.py:132#construct;src\q2\rolling.py:103#select_resolution,src\q2\test_dispatch.py:102#test_tail_strata_preserve_count_origins_and_probability_mass;src\q2\test_dispatch.py:139#test_tail_stratification_does_not_increase_reduced_scenario_count,scenarios,True,True,processed/main/daily_audit;processed/main/calibration.csv,联合origin×horizon历史块及物理投影已测试；全年场景审计随主回放完成
Q2F-L0699-S1,699,2.5.5,sentence,\Delta t,src\q2\scenarios.py:44#cumulative_pressure;src\q2\scenarios.py:132#construct;src\q2\rolling.py:103#select_resolution,src\q2\test_dispatch.py:102#test_tail_strata_preserve_count_origins_and_probability_mass;src\q2\test_dispatch.py:139#test_tail_stratification_does_not_increase_reduced_scenario_count,scenarios,True,True,processed/main/daily_audit;processed/main/calibration.csv,联合origin×horizon历史块及物理投影已测试；全年场景审计随主回放完成
Q2F-L0700-S1,700,2.5.5,sentence,\left[,src\q2\scenarios.py:44#cumulative_pressure;src\q2\scenarios.py:132#construct;src\q2\rolling.py:103#select_resolution,src\q2\test_dispatch.py:102#test_tail_strata_preserve_count_origins_and_probability_mass;src\q2\test_dispatch.py:139#test_tail_stratification_does_not_increase_reduced_scenario_count,scenarios,True,True,processed/main/daily_audit;processed/main/calibration.csv,联合origin×horizon历史块及物理投影已测试；全年场景审计随主回放完成
Q2F-L0701-S1,701,2.5.5,sentence,"\left(L_{j+h,t}-P_{j+h,t}^{PV}\right)",src\q2\scenarios.py:44#cumulative_pressure;src\q2\scenarios.py:132#construct;src\q2\rolling.py:103#select_resolution,src\q2\test_dispatch.py:102#test_tail_strata_preserve_count_origins_and_probability_mass;src\q2\test_dispatch.py:139#test_tail_stratification_does_not_increase_reduced_scenario_count,scenarios,True,True,processed/main/daily_audit;processed/main/calibration.csv,联合origin×horizon历史块及物理投影已测试；全年场景审计随主回放完成
Q2F-L0702-S1,702,2.5.5,sentence,-,src\q2\scenarios.py:44#cumulative_pressure;src\q2\scenarios.py:132#construct;src\q2\rolling.py:103#select_resolution,src\q2\test_dispatch.py:102#test_tail_strata_preserve_count_origins_and_probability_mass;src\q2\test_dispatch.py:139#test_tail_stratification_does_not_increase_reduced_scenario_count,scenarios,True,True,processed/main/daily_audit;processed/main/calibration.csv,联合origin×horizon历史块及物理投影已测试；全年场景审计随主回放完成
Q2F-L0703-S1,703,2.5.5,sentence,"\left(\hat L_{j+h\mid j,t}-\hat P_{j+h\mid j,t}^{PV}\right)",src\q2\scenarios.py:44#cumulative_pressure;src\q2\scenarios.py:132#construct;src\q2\rolling.py:103#select_resolution,src\q2\test_dispatch.py:102#test_tail_strata_preserve_count_origins_and_probability_mass;src\q2\test_dispatch.py:139#test_tail_stratification_does_not_increase_reduced_scenario_count,scenarios,True,True,processed/main/daily_audit;processed/main/calibration.csv,联合origin×horizon历史块及物理投影已测试；全年场景审计随主回放完成
Q2F-L0704-S1,704,2.5.5,sentence,\right].,src\q2\scenarios.py:44#cumulative_pressure;src\q2\scenarios.py:132#construct;src\q2\rolling.py:103#select_resolution,src\q2\test_dispatch.py:102#test_tail_strata_preserve_count_origins_and_probability_mass;src\q2\test_dispatch.py:139#test_tail_stratification_does_not_increase_reduced_scenario_count,scenarios,True,True,processed/main/daily_audit;processed/main/calibration.csv,联合origin×horizon历史块及物理投影已测试；全年场景审计随主回放完成
Q2F-L0705-S1,705,2.5.5,sentence,},src\q2\scenarios.py:44#cumulative_pressure;src\q2\scenarios.py:132#construct;src\q2\rolling.py:103#select_resolution,src\q2\test_dispatch.py:102#test_tail_strata_preserve_count_origins_and_probability_mass;src\q2\test_dispatch.py:139#test_tail_stratification_does_not_increase_reduced_scenario_count,scenarios,True,True,processed/main/daily_audit;processed/main/calibration.csv,联合origin×horizon历史块及物理投影已测试；全年场景审计随主回放完成
Q2F-L0706-S1,706,2.5.5,sentence,\],src\q2\scenarios.py:44#cumulative_pressure;src\q2\scenarios.py:132#construct;src\q2\rolling.py:103#select_resolution,src\q2\test_dispatch.py:102#test_tail_strata_preserve_count_origins_and_probability_mass;src\q2\test_dispatch.py:139#test_tail_stratification_does_not_increase_reduced_scenario_count,scenarios,True,True,processed/main/daily_audit;processed/main/calibration.csv,联合origin×horizon历史块及物理投影已测试；全年场景审计随主回放完成
Q2F-L0708-S1,708,2.5.5,sentence,"其中 \(e_{j,h,t}^{N}>0\) 表示日前模型低估了实际净负荷。",src\q2\scenarios.py:44#cumulative_pressure;src\q2\scenarios.py:132#construct;src\q2\rolling.py:103#select_resolution,src\q2\test_dispatch.py:102#test_tail_strata_preserve_count_origins_and_probability_mass;src\q2\test_dispatch.py:139#test_tail_stratification_does_not_increase_reduced_scenario_count,scenarios,True,True,processed/main/daily_audit;processed/main/calibration.csv,联合origin×horizon历史块及物理投影已测试；全年场景审计随主回放完成
Q2F-L0708-S2,708,2.5.5,sentence,考虑储能的跨时段能量耦合，对每个历史联合误差块定义累计压力得分,src\q2\scenarios.py:44#cumulative_pressure;src\q2\scenarios.py:132#construct;src\q2\rolling.py:103#select_resolution,src\q2\test_dispatch.py:102#test_tail_strata_preserve_count_origins_and_probability_mass;src\q2\test_dispatch.py:139#test_tail_stratification_does_not_increase_reduced_scenario_count,scenarios,True,True,processed/main/daily_audit;processed/main/calibration.csv,联合origin×horizon历史块及物理投影已测试；全年场景审计随主回放完成
Q2F-L0710-S1,710,2.5.5,sentence,\[,src\q2\scenarios.py:44#cumulative_pressure;src\q2\scenarios.py:132#construct;src\q2\rolling.py:103#select_resolution,src\q2\test_dispatch.py:102#test_tail_strata_preserve_count_origins_and_probability_mass;src\q2\test_dispatch.py:139#test_tail_stratification_does_not_increase_reduced_scenario_count,scenarios,True,True,processed/main/daily_audit;processed/main/calibration.csv,联合origin×horizon历史块及物理投影已测试；全年场景审计随主回放完成
Q2F-L0711-S1,711,2.5.5,sentence,\boxed{,src\q2\scenarios.py:44#cumulative_pressure;src\q2\scenarios.py:132#construct;src\q2\rolling.py:103#select_resolution,src\q2\test_dispatch.py:102#test_tail_strata_preserve_count_origins_and_probability_mass;src\q2\test_dispatch.py:139#test_tail_stratification_does_not_increase_reduced_scenario_count,scenarios,True,True,processed/main/daily_audit;processed/main/calibration.csv,联合origin×horizon历史块及物理投影已测试；全年场景审计随主回放完成
Q2F-L0712-S1,712,2.5.5,sentence,S_j,src\q2\scenarios.py:44#cumulative_pressure;src\q2\scenarios.py:132#construct;src\q2\rolling.py:103#select_resolution,src\q2\test_dispatch.py:102#test_tail_strata_preserve_count_origins_and_probability_mass;src\q2\test_dispatch.py:139#test_tail_stratification_does_not_increase_reduced_scenario_count,scenarios,True,True,processed/main/daily_audit;processed/main/calibration.csv,联合origin×horizon历史块及物理投影已测试；全年场景审计随主回放完成
Q2F-L0713-S1,713,2.5.5,sentence,=,src\q2\scenarios.py:44#cumulative_pressure;src\q2\scenarios.py:132#construct;src\q2\rolling.py:103#select_resolution,src\q2\test_dispatch.py:102#test_tail_strata_preserve_count_origins_and_probability_mass;src\q2\test_dispatch.py:139#test_tail_stratification_does_not_increase_reduced_scenario_count,scenarios,True,True,processed/main/daily_audit;processed/main/calibration.csv,联合origin×horizon历史块及物理投影已测试；全年场景审计随主回放完成
Q2F-L0714-S1,714,2.5.5,sentence,\max_{1\le k\le 144K},src\q2\scenarios.py:44#cumulative_pressure;src\q2\scenarios.py:132#construct;src\q2\rolling.py:103#select_resolution,src\q2\test_dispatch.py:102#test_tail_strata_preserve_count_origins_and_probability_mass;src\q2\test_dispatch.py:139#test_tail_stratification_does_not_increase_reduced_scenario_count,scenarios,True,True,processed/main/daily_audit;processed/main/calibration.csv,联合origin×horizon历史块及物理投影已测试；全年场景审计随主回放完成
Q2F-L0715-S1,715,2.5.5,sentence,\left[,src\q2\scenarios.py:44#cumulative_pressure;src\q2\scenarios.py:132#construct;src\q2\rolling.py:103#select_resolution,src\q2\test_dispatch.py:102#test_tail_strata_preserve_count_origins_and_probability_mass;src\q2\test_dispatch.py:139#test_tail_stratification_does_not_increase_reduced_scenario_count,scenarios,True,True,processed/main/daily_audit;processed/main/calibration.csv,联合origin×horizon历史块及物理投影已测试；全年场景审计随主回放完成
Q2F-L0716-S1,716,2.5.5,sentence,"\sum_{u=1}^{k}e_{j,u}^{N}",src\q2\scenarios.py:44#cumulative_pressure;src\q2\scenarios.py:132#construct;src\q2\rolling.py:103#select_resolution,src\q2\test_dispatch.py:102#test_tail_strata_preserve_count_origins_and_probability_mass;src\q2\test_dispatch.py:139#test_tail_stratification_does_not_increase_reduced_scenario_count,scenarios,True,True,processed/main/daily_audit;processed/main/calibration.csv,联合origin×horizon历史块及物理投影已测试；全年场景审计随主回放完成
Q2F-L0717-S1,717,2.5.5,sentence,\right]_+ .,src\q2\scenarios.py:44#cumulative_pressure;src\q2\scenarios.py:132#construct;src\q2\rolling.py:103#select_resolution,src\q2\test_dispatch.py:102#test_tail_strata_preserve_count_origins_and_probability_mass;src\q2\test_dispatch.py:139#test_tail_stratification_does_not_increase_reduced_scenario_count,scenarios,True,True,processed/main/daily_audit;processed/main/calibration.csv,联合origin×horizon历史块及物理投影已测试；全年场景审计随主回放完成
Q2F-L0718-S1,718,2.5.5,sentence,},src\q2\scenarios.py:44#cumulative_pressure;src\q2\scenarios.py:132#construct;src\q2\rolling.py:103#select_resolution,src\q2\test_dispatch.py:102#test_tail_strata_preserve_count_origins_and_probability_mass;src\q2\test_dispatch.py:139#test_tail_stratification_does_not_increase_reduced_scenario_count,scenarios,True,True,processed/main/daily_audit;processed/main/calibration.csv,联合origin×horizon历史块及物理投影已测试；全年场景审计随主回放完成
Q2F-L0719-S1,719,2.5.5,sentence,\],src\q2\scenarios.py:44#cumulative_pressure;src\q2\scenarios.py:132#construct;src\q2\rolling.py:103#select_resolution,src\q2\test_dispatch.py:102#test_tail_strata_preserve_count_origins_and_probability_mass;src\q2\test_dispatch.py:139#test_tail_stratification_does_not_increase_reduced_scenario_count,scenarios,True,True,processed/main/daily_audit;processed/main/calibration.csv,联合origin×horizon历史块及物理投影已测试；全年场景审计随主回放完成
Q2F-L0721-S1,721,2.5.5,sentence,该指标衡量连续净负荷低估对储能 SOC 造成的最大累计压力，比单点最大误差更符合储能系统的运行机理。,src\q2\scenarios.py:44#cumulative_pressure;src\q2\scenarios.py:132#construct;src\q2\rolling.py:103#select_resolution,src\q2\test_dispatch.py:102#test_tail_strata_preserve_count_origins_and_probability_mass;src\q2\test_dispatch.py:139#test_tail_stratification_does_not_increase_reduced_scenario_count,scenarios,True,True,processed/main/daily_audit;processed/main/calibration.csv,联合origin×horizon历史块及物理投影已测试；全年场景审计随主回放完成
Q2F-L0723-S1,723,2.5.5,sentence,在第 \(d\) 日 0:00，将全部可用且与当前预测流程一致的历史误差块按 \(S_j\) 排序，取压力得分最高的 20% 作为尾部层，其余作为主体层。,src\q2\scenarios.py:44#cumulative_pressure;src\q2\scenarios.py:132#construct;src\q2\rolling.py:103#select_resolution,src\q2\test_dispatch.py:102#test_tail_strata_preserve_count_origins_and_probability_mass;src\q2\test_dispatch.py:139#test_tail_stratification_does_not_increase_reduced_scenario_count,scenarios,True,True,processed/main/daily_audit;processed/main/calibration.csv,联合origin×horizon历史块及物理投影已测试；全年场景审计随主回放完成
Q2F-L0723-S2,723,2.5.5,sentence,保持总场景数 \(S\) 不变，采用分层抽样：,src\q2\scenarios.py:44#cumulative_pressure;src\q2\scenarios.py:132#construct;src\q2\rolling.py:103#select_resolution,src\q2\test_dispatch.py:102#test_tail_strata_preserve_count_origins_and_probability_mass;src\q2\test_dispatch.py:139#test_tail_stratification_does_not_increase_reduced_scenario_count,scenarios,True,True,processed/main/daily_audit;processed/main/calibration.csv,联合origin×horizon历史块及物理投影已测试；全年场景审计随主回放完成
Q2F-L0725-S1,725,2.5.5,sentence,\[,src\q2\scenarios.py:44#cumulative_pressure;src\q2\scenarios.py:132#construct;src\q2\rolling.py:103#select_resolution,src\q2\test_dispatch.py:102#test_tail_strata_preserve_count_origins_and_probability_mass;src\q2\test_dispatch.py:139#test_tail_stratification_does_not_increase_reduced_scenario_count,scenarios,True,True,processed/main/daily_audit;processed/main/calibration.csv,联合origin×horizon历史块及物理投影已测试；全年场景审计随主回放完成
Q2F-L0726-S1,726,2.5.5,sentence,"S_{\mathrm{tail}}=\max\{1,\operatorname{round}(0.2S)\},",src\q2\scenarios.py:44#cumulative_pressure;src\q2\scenarios.py:132#construct;src\q2\rolling.py:103#select_resolution,src\q2\test_dispatch.py:102#test_tail_strata_preserve_count_origins_and_probability_mass;src\q2\test_dispatch.py:139#test_tail_stratification_does_not_increase_reduced_scenario_count,scenarios,True,True,processed/main/daily_audit;processed/main/calibration.csv,联合origin×horizon历史块及物理投影已测试；全年场景审计随主回放完成
Q2F-L0727-S1,727,2.5.5,sentence,\qquad,src\q2\scenarios.py:44#cumulative_pressure;src\q2\scenarios.py:132#construct;src\q2\rolling.py:103#select_resolution,src\q2\test_dispatch.py:102#test_tail_strata_preserve_count_origins_and_probability_mass;src\q2\test_dispatch.py:139#test_tail_stratification_does_not_increase_reduced_scenario_count,scenarios,True,True,processed/main/daily_audit;processed/main/calibration.csv,联合origin×horizon历史块及物理投影已测试；全年场景审计随主回放完成
Q2F-L0728-S1,728,2.5.5,sentence,S_{\mathrm{body}}=S-S_{\mathrm{tail}}.,src\q2\scenarios.py:44#cumulative_pressure;src\q2\scenarios.py:132#construct;src\q2\rolling.py:103#select_resolution,src\q2\test_dispatch.py:102#test_tail_strata_preserve_count_origins_and_probability_mass;src\q2\test_dispatch.py:139#test_tail_stratification_does_not_increase_reduced_scenario_count,scenarios,True,True,processed/main/daily_audit;processed/main/calibration.csv,联合origin×horizon历史块及物理投影已测试；全年场景审计随主回放完成
Q2F-L0729-S1,729,2.5.5,sentence,\],src\q2\scenarios.py:44#cumulative_pressure;src\q2\scenarios.py:132#construct;src\q2\rolling.py:103#select_resolution,src\q2\test_dispatch.py:102#test_tail_strata_preserve_count_origins_and_probability_mass;src\q2\test_dispatch.py:139#test_tail_stratification_does_not_increase_reduced_scenario_count,scenarios,True,True,processed/main/daily_audit;processed/main/calibration.csv,联合origin×horizon历史块及物理投影已测试；全年场景审计随主回放完成
Q2F-L0731-S1,731,2.5.5,sentence,主体场景优先从近期历史窗口抽取；,src\q2\scenarios.py:44#cumulative_pressure;src\q2\scenarios.py:132#construct;src\q2\rolling.py:103#select_resolution,src\q2\test_dispatch.py:102#test_tail_strata_preserve_count_origins_and_probability_mass;src\q2\test_dispatch.py:139#test_tail_stratification_does_not_increase_reduced_scenario_count,scenarios,True,True,processed/main/daily_audit;processed/main/calibration.csv,联合origin×horizon历史块及物理投影已测试；全年场景审计随主回放完成
Q2F-L0731-S2,731,2.5.5,sentence,尾部场景从截至当前已经实现的历史尾部层抽取。,src\q2\scenarios.py:44#cumulative_pressure;src\q2\scenarios.py:132#construct;src\q2\rolling.py:103#select_resolution,src\q2\test_dispatch.py:102#test_tail_strata_preserve_count_origins_and_probability_mass;src\q2\test_dispatch.py:139#test_tail_stratification_does_not_increase_reduced_scenario_count,scenarios,True,True,processed/main/daily_audit;processed/main/calibration.csv,联合origin×horizon历史块及物理投影已测试；全年场景审计随主回放完成
Q2F-L0731-S3,731,2.5.5,sentence,若采用等概率经验分布，则主体层和尾部层分别保持约 80% 与 20% 的历史概率质量，并在各层内部均分该层概率。,src\q2\scenarios.py:44#cumulative_pressure;src\q2\scenarios.py:132#construct;src\q2\rolling.py:103#select_resolution,src\q2\test_dispatch.py:102#test_tail_strata_preserve_count_origins_and_probability_mass;src\q2\test_dispatch.py:139#test_tail_stratification_does_not_increase_reduced_scenario_count,scenarios,True,True,processed/main/daily_audit;processed/main/calibration.csv,联合origin×horizon历史块及物理投影已测试；全年场景审计随主回放完成
Q2F-L0731-S4,731,2.5.5,sentence,这样既不人为提高紧急购电惩罚，也不增加场景总数，只保证有限场景集中稳定保留已经观察到的不利净负荷轨迹。,src\q2\scenarios.py:44#cumulative_pressure;src\q2\scenarios.py:132#construct;src\q2\rolling.py:103#select_resolution,src\q2\test_dispatch.py:102#test_tail_strata_preserve_count_origins_and_probability_mass;src\q2\test_dispatch.py:139#test_tail_stratification_does_not_increase_reduced_scenario_count,scenarios,True,True,processed/main/daily_audit;processed/main/calibration.csv,联合origin×horizon历史块及物理投影已测试；全年场景审计随主回放完成
Q2F-L0733-S1,733,2.5.5,sentence,当历史样本过少时，尾部层至少保留 1 个可用压力块；,src\q2\scenarios.py:44#cumulative_pressure;src\q2\scenarios.py:132#construct;src\q2\rolling.py:103#select_resolution,src\q2\test_dispatch.py:102#test_tail_strata_preserve_count_origins_and_probability_mass;src\q2\test_dispatch.py:139#test_tail_stratification_does_not_increase_reduced_scenario_count,scenarios,True,True,processed/main/daily_audit;processed/main/calibration.csv,联合origin×horizon历史块及物理投影已测试；全年场景审计随主回放完成
Q2F-L0733-S2,733,2.5.5,sentence,所有抽样和排序均严格使用第 \(d\) 日以前的数据，不利用当天及未来真实数据。,src\q2\scenarios.py:44#cumulative_pressure;src\q2\scenarios.py:132#construct;src\q2\rolling.py:103#select_resolution,src\q2\test_dispatch.py:102#test_tail_strata_preserve_count_origins_and_probability_mass;src\q2\test_dispatch.py:139#test_tail_stratification_does_not_increase_reduced_scenario_count,scenarios,True,True,processed/main/daily_audit;processed/main/calibration.csv,联合origin×horizon历史块及物理投影已测试；全年场景审计随主回放完成
Q2F-L0735-S1,735,2.5.6,markup,### 2.5.6 场景概率与场景缩减,src\q2\scenarios.py:132#construct;src\q2\scenarios.py:68#weighted_quantile,src\q2\test_dispatch.py:102#test_tail_strata_preserve_count_origins_and_probability_mass;src\q2\test_dispatch.py:126#test_weighted_quantile_uses_discrete_probability,scenarios,True,True,processed/main/daily_audit;processed/main/calibration.csv,联合origin×horizon历史块及物理投影已测试；全年场景审计随主回放完成
Q2F-L0737-S1,737,2.5.6,sentence,若直接使用 \(S\) 个等权历史/重采样场景，则,src\q2\scenarios.py:132#construct;src\q2\scenarios.py:68#weighted_quantile,src\q2\test_dispatch.py:102#test_tail_strata_preserve_count_origins_and_probability_mass;src\q2\test_dispatch.py:126#test_weighted_quantile_uses_discrete_probability,scenarios,True,True,processed/main/daily_audit;processed/main/calibration.csv,联合origin×horizon历史块及物理投影已测试；全年场景审计随主回放完成
Q2F-L0739-S1,739,2.5.6,sentence,\[,src\q2\scenarios.py:132#construct;src\q2\scenarios.py:68#weighted_quantile,src\q2\test_dispatch.py:102#test_tail_strata_preserve_count_origins_and_probability_mass;src\q2\test_dispatch.py:126#test_weighted_quantile_uses_discrete_probability,scenarios,True,True,processed/main/daily_audit;processed/main/calibration.csv,联合origin×horizon历史块及物理投影已测试；全年场景审计随主回放完成
