source_line,requirement,section,status,implementation,evidence,acceptance
414,"(0.3, 0.7)",11,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run / baseline,verification.json,新增20日32节点，复用6日12节点
416,由于基准已经存在，每个参数实际上只需要新增两个配置。,11,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run / baseline,verification.json,新增20日32节点，复用6日12节点
418,新增计算量：,11,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run / baseline,verification.json,新增20日32节点，复用6日12节点
420,2 个参数,11,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run / baseline,verification.json,新增20日32节点，复用6日12节点
421,× 2 个非基准配置,11,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run / baseline,verification.json,新增20日32节点，复用6日12节点
422,× 4 个代表日,11,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run / baseline,verification.json,新增20日32节点，复用6日12节点
424,= 16 个 Q4-2 日级实验,11,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run / baseline,verification.json,新增20日32节点，复用6日12节点
425,11.2 Q4-3,11,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run / baseline,verification.json,新增20日32节点，复用6日12节点
427,选择：,11,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run / baseline,verification.json,新增20日32节点，复用6日12节点
429,1 个常规日,11,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run / baseline,verification.json,新增20日32节点，复用6日12节点
430,1 个高联合风险/高调整成本日,11,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run / baseline,verification.json,新增20日32节点，复用6日12节点
432,只运行：,11,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run / baseline,verification.json,新增20日32节点，复用6日12节点
434,rho_multiplier =,11,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run / baseline,verification.json,新增20日32节点，复用6日12节点
435,0.75,11,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run / baseline,verification.json,新增20日32节点，复用6日12节点
436,1.00,11,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run / baseline,verification.json,新增20日32节点，复用6日12节点
437,1.25,11,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run / baseline,verification.json,新增20日32节点，复用6日12节点
439,基准直接复用。,11,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run / baseline,verification.json,新增20日32节点，复用6日12节点
441,新增：,11,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run / baseline,verification.json,新增20日32节点，复用6日12节点
443,2 个非基准配置,11,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run / baseline,verification.json,新增20日32节点，复用6日12节点
444,× 2 个代表日,11,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run / baseline,verification.json,新增20日32节点，复用6日12节点
446,= 4 个 Q4-3 日级实验,11,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run / baseline,verification.json,新增20日32节点，复用6日12节点
448,由于每个 Q4-3 日期包含约 4 个滚动节点，因此大约对应：,11,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run / baseline,verification.json,新增20日32节点，复用6日12节点
450,4 × 4,11,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run / baseline,verification.json,新增20日32节点，复用6日12节点
451,≈ 16 个节点级重新优化,11,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run / baseline,verification.json,新增20日32节点，复用6日12节点
452,12. 推荐运行顺序,12,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,run_q42.log; run_q43.log,按rho、权重、Q43顺序实际执行
454,严格按照以下顺序：,12,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,run_q42.log; run_q43.log,按rho、权重、Q43顺序实际执行
456,Q4-S1：Wasserstein 半径；,12,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,run_q42.log; run_q43.log,按rho、权重、Q43顺序实际执行
457,Q4-S2：联合距离权重；,12,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,run_q42.log; run_q43.log,按rho、权重、Q43顺序实际执行
458,Q4-3 小规模 Wasserstein 半径迁移验证；,12,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,run_q42.log; run_q43.log,按rho、权重、Q43顺序实际执行
459,若仍有充足时间，再运行历史窗口 W；,12,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,run_q42.log; run_q43.log,按rho、权重、Q43顺序实际执行
460,最后才考虑场景数 S_max。,12,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,run_q42.log; run_q43.log,按rho、权重、Q43顺序实际执行
462,优先级：,12,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,run_q42.log; run_q43.log,按rho、权重、Q43顺序实际执行
464,Wasserstein rho,12,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,run_q42.log; run_q43.log,按rho、权重、Q43顺序实际执行
465,>,12,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,run_q42.log; run_q43.log,按rho、权重、Q43顺序实际执行
466,joint distance weights,12,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,run_q42.log; run_q43.log,按rho、权重、Q43顺序实际执行
467,>,12,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,run_q42.log; run_q43.log,按rho、权重、Q43顺序实际执行
468,historical residual window W,12,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,run_q42.log; run_q43.log,按rho、权重、Q43顺序实际执行
469,>,12,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,run_q42.log; run_q43.log,按rho、权重、Q43顺序实际执行
470,scenario number S_max,12,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,run_q42.log; run_q43.log,按rho、权重、Q43顺序实际执行
471,13. 敏感性分析与消融实验分离,13,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,cases/*/audit.json::experiment,未混入消融，只动dro_scale/net_weight
473,问题四另外还存在以下实验：,13,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,cases/*/audit.json::experiment,未混入消融，只动dro_scale/net_weight
475,价格与净负荷独立抽样,13,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,cases/*/audit.json::experiment,未混入消融，只动dro_scale/net_weight
476,vs,13,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,cases/*/audit.json::experiment,未混入消融，只动dro_scale/net_weight
477,同日联合 OOS 残差,13,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,cases/*/audit.json::experiment,未混入消融，只动dro_scale/net_weight
478,经验期望优化,13,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,cases/*/audit.json::experiment,未混入消融，只动dro_scale/net_weight
479,vs,13,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,cases/*/audit.json::experiment,未混入消融，只动dro_scale/net_weight
480,Wasserstein DRO,13,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,cases/*/audit.json::experiment,未混入消融，只动dro_scale/net_weight
481,Q4-3 无前缀条件更新,13,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,cases/*/audit.json::experiment,未混入消融，只动dro_scale/net_weight
482,vs,13,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,cases/*/audit.json::experiment,未混入消融，只动dro_scale/net_weight
483,联合前缀条件更新,13,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,cases/*/audit.json::experiment,未混入消融，只动dro_scale/net_weight
485,这些属于消融实验，不是敏感性分析。,13,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,cases/*/audit.json::experiment,未混入消融，只动dro_scale/net_weight
487,两类实验在论文中应分开。,13,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,cases/*/audit.json::experiment,未混入消融，只动dro_scale/net_weight
489,消融实验回答：,13,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,cases/*/audit.json::experiment,未混入消融，只动dro_scale/net_weight
491,这个模型模块是否有价值？,13,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,cases/*/audit.json::experiment,未混入消融，只动dro_scale/net_weight
493,敏感性分析回答：,13,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,cases/*/audit.json::experiment,未混入消融，只动dro_scale/net_weight
495,该模块的效果是否依赖某个特定参数？,13,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,cases/*/audit.json::experiment,未混入消融，只动dro_scale/net_weight
497,不要将两类实验混入同一张敏感性分析表。,13,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,cases/*/audit.json::experiment,未混入消融，只动dro_scale/net_weight
499,14. 统一评价指标,14,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::metrics / q4_report::aggregate,summary.csv; daily_results.csv,逐日变化率后聚合median/min/max；零分母留空
500,14.1 总成本变化率,14,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::metrics / q4_report::aggregate,summary.csv; daily_results.csv,逐日变化率后聚合median/min/max；零分母留空
501,delta_C =,14,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::metrics / q4_report::aggregate,summary.csv; daily_results.csv,逐日变化率后聚合median/min/max；零分母留空
502,(C_variant - C_base),14,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::metrics / q4_report::aggregate,summary.csv; daily_results.csv,逐日变化率后聚合median/min/max；零分母留空
503,/,14,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::metrics / q4_report::aggregate,summary.csv; daily_results.csv,逐日变化率后聚合median/min/max；零分母留空
504,C_base,14,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::metrics / q4_report::aggregate,summary.csv; daily_results.csv,逐日变化率后聚合median/min/max；零分母留空
505,* 100%,14,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::metrics / q4_report::aggregate,summary.csv; daily_results.csv,逐日变化率后聚合median/min/max；零分母留空
506,14.2 紧急购电量变化率,14,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::metrics / q4_report::aggregate,summary.csv; daily_results.csv,逐日变化率后聚合median/min/max；零分母留空
507,delta_Q =,14,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::metrics / q4_report::aggregate,summary.csv; daily_results.csv,逐日变化率后聚合median/min/max；零分母留空
508,(Q_variant - Q_base),14,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::metrics / q4_report::aggregate,summary.csv; daily_results.csv,逐日变化率后聚合median/min/max；零分母留空
509,/,14,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::metrics / q4_report::aggregate,summary.csv; daily_results.csv,逐日变化率后聚合median/min/max；零分母留空
510,Q_base,14,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::metrics / q4_report::aggregate,summary.csv; daily_results.csv,逐日变化率后聚合median/min/max；零分母留空
511,* 100%,14,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::metrics / q4_report::aggregate,summary.csv; daily_results.csv,逐日变化率后聚合median/min/max；零分母留空
513,如果基准紧急购电量为 0，则不计算百分比，直接报告绝对变化量。,14,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::metrics / q4_report::aggregate,summary.csv; daily_results.csv,逐日变化率后聚合median/min/max；零分母留空
515,14.3 Q4-3 调整费用变化,14,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::metrics / q4_report::aggregate,summary.csv; daily_results.csv,逐日变化率后聚合median/min/max；零分母留空
517,可以使用：,14,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::metrics / q4_report::aggregate,summary.csv; daily_results.csv,逐日变化率后聚合median/min/max；零分母留空
519,delta_Adjust =,14,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::metrics / q4_report::aggregate,summary.csv; daily_results.csv,逐日变化率后聚合median/min/max；零分母留空
520,Adjust_variant - Adjust_base,14,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::metrics / q4_report::aggregate,summary.csv; daily_results.csv,逐日变化率后聚合median/min/max；零分母留空
522,也可以报告相对变化率。,14,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::metrics / q4_report::aggregate,summary.csv; daily_results.csv,逐日变化率后聚合median/min/max；零分母留空
524,14.4 代表日聚合,14,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::metrics / q4_report::aggregate,summary.csv; daily_results.csv,逐日变化率后聚合median/min/max；零分母留空
526,正文只需要报告：,14,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::metrics / q4_report::aggregate,summary.csv; daily_results.csv,逐日变化率后聚合median/min/max；零分母留空
528,中位数；,14,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::metrics / q4_report::aggregate,summary.csv; daily_results.csv,逐日变化率后聚合median/min/max；零分母留空
529,最小值；,14,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::metrics / q4_report::aggregate,summary.csv; daily_results.csv,逐日变化率后聚合median/min/max；零分母留空
530,最大值。,14,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::metrics / q4_report::aggregate,summary.csv; daily_results.csv,逐日变化率后聚合median/min/max；零分母留空
532,不额外进行 bootstrap，以避免增加无必要的分析工作。,14,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::metrics / q4_report::aggregate,summary.csv; daily_results.csv,逐日变化率后聚合median/min/max；零分母留空
534,15. Q4-2 结果表模板,15,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::q4_report::table_text,results.md::Q4-2,Q42六组正式表，含计划费用和全部指定指标
535,参数	设置	总成本变化	紧急购电量	紧急购电费	最低 SOC	24:00 SOC	求解时间,15,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::q4_report::table_text,results.md::Q4-2,Q42六组正式表，含计划费用和全部指定指标
536,ρ	0.75ρ*	待计算	待计算	待计算	待计算	待计算	待计算,15,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::q4_report::table_text,results.md::Q4-2,Q42六组正式表，含计划费用和全部指定指标
537,ρ	ρ*	基准	基准	基准	基准	基准	基准,15,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::q4_report::table_text,results.md::Q4-2,Q42六组正式表，含计划费用和全部指定指标
538,ρ	1.25ρ*	待计算	待计算	待计算	待计算	待计算	待计算,15,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::q4_report::table_text,results.md::Q4-2,Q42六组正式表，含计划费用和全部指定指标
539,ω	0.7 / 0.3	待计算	待计算	待计算	待计算	待计算	待计算,15,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::q4_report::table_text,results.md::Q4-2,Q42六组正式表，含计划费用和全部指定指标
540,ω	0.5 / 0.5	基准	基准	基准	基准	基准	基准,15,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::q4_report::table_text,results.md::Q4-2,Q42六组正式表，含计划费用和全部指定指标
541,ω	0.3 / 0.7	待计算	待计算	待计算	待计算	待计算	待计算,15,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::q4_report::table_text,results.md::Q4-2,Q42六组正式表，含计划费用和全部指定指标
543,如果时间允许，再增加 W 和 S_max 对应行。,15,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::q4_report::table_text,results.md::Q4-2,Q42六组正式表，含计划费用和全部指定指标
545,16. Q4-3 结果表模板,16,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::q4_report::table_text,results.md::Q4-3,Q43三组正式表和调整费用/量
546,Wasserstein 半径	总成本变化	调整费用	紧急购电量	24:00 SOC	求解时间,16,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::q4_report::table_text,results.md::Q4-3,Q43三组正式表和调整费用/量
547,0.75ρ*	待计算	待计算	待计算	待计算	待计算,16,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::q4_report::table_text,results.md::Q4-3,Q43三组正式表和调整费用/量
548,ρ*	基准	基准	基准	基准	基准,16,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::q4_report::table_text,results.md::Q4-3,Q43三组正式表和调整费用/量
549,1.25ρ*	待计算	待计算	待计算	待计算	待计算,16,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::q4_report::table_text,results.md::Q4-3,Q43三组正式表和调整费用/量
550,17. 论文结果解释原则,17,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::q4_report::main,results.md::实测讨论与论文表述,费用稳定性局部支持；调整量稳定不支持，完整披露
552,敏感性分析不要求参数改变以后所有数值完全不变。,17,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::q4_report::main,results.md::实测讨论与论文表述,费用稳定性局部支持；调整量稳定不支持，完整披露
554,真正需要验证的是：,17,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::q4_report::main,results.md::实测讨论与论文表述,费用稳定性局部支持；调整量稳定不支持，完整披露
556,总成本没有出现异常的大幅波动；,17,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::q4_report::main,results.md::实测讨论与论文表述,费用稳定性局部支持；调整量稳定不支持，完整披露
557,紧急购电风险没有突然失控；,17,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::q4_report::main,results.md::实测讨论与论文表述,费用稳定性局部支持；调整量稳定不支持，完整披露
558,SOC 没有出现明显异常；,17,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::q4_report::main,results.md::实测讨论与论文表述,费用稳定性局部支持；调整量稳定不支持，完整披露
559,Q4-3 调整行为没有发生异常跳变；,17,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::q4_report::main,results.md::实测讨论与论文表述,费用稳定性局部支持；调整量稳定不支持，完整披露
560,模型主要经济结论没有发生反转。,17,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::q4_report::main,results.md::实测讨论与论文表述,费用稳定性局部支持；调整量稳定不支持，完整披露
562,如果结果总体稳定，可写：,17,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::q4_report::main,results.md::实测讨论与论文表述,费用稳定性局部支持；调整量稳定不支持，完整披露
564,对 Wasserstein 鲁棒半径、价格—净负荷联合距离权重等核心参数进行合理范围扰动后，模型真实结算成本、紧急购电风险及储能运行状态均未出现明显异常变化，主要经济结论保持一致，表明波动电价下的联合鲁棒调度结果并非依赖某一精确参数取值，具有较好的参数稳健性。,17,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::q4_report::main,results.md::实测讨论与论文表述,费用稳定性局部支持；调整量稳定不支持，完整披露
566,如果随着 ρ 增大表现为普通购电略有增加、紧急购电风险降低，可写：,17,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::q4_report::main,results.md::实测讨论与论文表述,费用稳定性局部支持；调整量稳定不支持，完整披露
568,随着 Wasserstein 半径增大，模型逐渐采用更加稳健的购电与储能配置，以一定的常规购电成本为代价降低高价格状态下的紧急购电风险，体现了经济性与鲁棒性之间的合理权衡。,17,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::q4_report::main,results.md::实测讨论与论文表述,费用稳定性局部支持；调整量稳定不支持，完整披露
570,如果联合距离权重变化后结果仍然稳定，可写：,17,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::q4_report::main,results.md::实测讨论与论文表述,费用稳定性局部支持；调整量稳定不支持，完整披露
572,当价格误差和净负荷误差在联合距离中的相对权重发生合理变化时，模型主要经济结果和风险指标保持稳定，说明联合场景建模的有效性并非由特定的等权参数设置偶然产生。,17,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::q4_report::main,results.md::实测讨论与论文表述,费用稳定性局部支持；调整量稳定不支持，完整披露
574,18. 最终执行清单,18,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages / q4_report::verify,verification.json; daily_results.csv,三项必做全完；可选W/S未做
575,必做,18,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages / q4_report::verify,verification.json; daily_results.csv,三项必做全完；可选W/S未做
576,Q4-2,18,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages / q4_report::verify,verification.json; daily_results.csv,三项必做全完；可选W/S未做
578,4 representative days,18,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages / q4_report::verify,verification.json; daily_results.csv,三项必做全完；可选W/S未做
580,A. Wasserstein sensitivity,18,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages / q4_report::verify,verification.json; daily_results.csv,三项必做全完；可选W/S未做
581,rho_multiplier =,18,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages / q4_report::verify,verification.json; daily_results.csv,三项必做全完；可选W/S未做
582,0.75,18,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages / q4_report::verify,verification.json; daily_results.csv,三项必做全完；可选W/S未做
583,1.00,18,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages / q4_report::verify,verification.json; daily_results.csv,三项必做全完；可选W/S未做
584,1.25,18,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages / q4_report::verify,verification.json; daily_results.csv,三项必做全完；可选W/S未做
586,B. Joint-distance sensitivity,18,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages / q4_report::verify,verification.json; daily_results.csv,三项必做全完；可选W/S未做
587,"(omega_N, omega_p) =",18,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages / q4_report::verify,verification.json; daily_results.csv,三项必做全完；可选W/S未做
588,"(0.7, 0.3)",18,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages / q4_report::verify,verification.json; daily_results.csv,三项必做全完；可选W/S未做
589,"(0.5, 0.5)",18,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages / q4_report::verify,verification.json; daily_results.csv,三项必做全完；可选W/S未做
590,"(0.3, 0.7)",18,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages / q4_report::verify,verification.json; daily_results.csv,三项必做全完；可选W/S未做
591,Q4-3,18,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages / q4_report::verify,verification.json; daily_results.csv,三项必做全完；可选W/S未做
593,2 representative days,18,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages / q4_report::verify,verification.json; daily_results.csv,三项必做全完；可选W/S未做
595,rho_multiplier =,18,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages / q4_report::verify,verification.json; daily_results.csv,三项必做全完；可选W/S未做
596,0.75,18,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages / q4_report::verify,verification.json; daily_results.csv,三项必做全完；可选W/S未做
597,1.00,18,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages / q4_report::verify,verification.json; daily_results.csv,三项必做全完；可选W/S未做
598,1.25,18,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages / q4_report::verify,verification.json; daily_results.csv,三项必做全完；可选W/S未做
599,可选,18,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages / q4_report::verify,verification.json; daily_results.csv,三项必做全完；可选W/S未做
600,Q4-2,18,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages / q4_report::verify,verification.json; daily_results.csv,三项必做全完；可选W/S未做
602,C. Residual-window sensitivity,18,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages / q4_report::verify,verification.json; daily_results.csv,三项必做全完；可选W/S未做
603,W =,18,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages / q4_report::verify,verification.json; daily_results.csv,三项必做全完；可选W/S未做
604,56,18,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages / q4_report::verify,verification.json; daily_results.csv,三项必做全完；可选W/S未做
605,84,18,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages / q4_report::verify,verification.json; daily_results.csv,三项必做全完；可选W/S未做
606,112,18,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages / q4_report::verify,verification.json; daily_results.csv,三项必做全完；可选W/S未做
608,D. Scenario-number sensitivity,18,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages / q4_report::verify,verification.json; daily_results.csv,三项必做全完；可选W/S未做
609,S_max =,18,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages / q4_report::verify,verification.json; daily_results.csv,三项必做全完；可选W/S未做
610,0.75*S_base,18,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages / q4_report::verify,verification.json; daily_results.csv,三项必做全完；可选W/S未做
611,S_base,18,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages / q4_report::verify,verification.json; daily_results.csv,三项必做全完；可选W/S未做
612,1.25*S_base,18,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages / q4_report::verify,verification.json; daily_results.csv,三项必做全完；可选W/S未做
